forma_de_citar,licencia,registros,registros_mexico,doi
"García Morera Y, Yépes Pérez E, Rivera Prieto D, Patiño E (2019). Inventario de Fauna vertebrada de la Reserva Forestal Protectora Regional Cuchillas del Tigre, El Calón y La Osa. Municipios de San Francisco y Sonsón-Antioquia.. Version 2.1. CORNARE - Corporación Autónoma Regional de las cuencas de los ríos Negro y Nare. Sampling event dataset https://doi.org/10.15472/qdsqdz accessed via GBIF.org on 2022-07-07.",CC BY 4.0,65,0,https://doi.org/10.15472/qdsqdz
"Guzmán D C, Roncancio Duque N J, Rodriguez Penagos G A, Velez Vanegas L A (2021). Monitoreo de la ocupación del Oso de antejoso (Tremarctos ornatus) en el Parque Nacional Natural Las Hermosas Gloria Castaño de Valencia para 2017 y 2018. Version 1.1. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/uoz9tg accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,65,0,https://doi.org/10.15472/uoz9tg
"Peña Alzáte F Á, Peñuela M, Angarita J, Capojo J, Gómez L, Cobete T, Peñuela Gómez S M (2020). La Paya, censo rápido de la fauna de Jirijiri. Parques Nacionales Naturales de Colombia. Occurrence dataset https://doi.org/10.15472/9okivl accessed via GBIF.org on 2022-07-07.",CC BY 4.0,65,0,https://doi.org/10.15472/9okivl
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 1999, Cruise 1614. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/pxujws accessed via GBIF.org on 2024-07-31.",CC BY-NC 4.0,64,0,https://doi.org/10.15468/pxujws
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1989, Cruise 1267. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/199) on yyyy-mm-dd. https://doi.org/10.15468/yfm374 accessed via GBIF.org on 2024-07-31.",CC BY-NC 4.0,64,0,https://doi.org/10.15468/yfm374
"Valderrama Arcila C H, Pérez Medina S (2019). Caracterización biológica de la ventana de biodiversidad enclave Atuncela, municipio de Dagua, Valle del Cauca. Version 1.3. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/sdkmfn accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,64,0,https://doi.org/10.15472/sdkmfn
"Cortés-Calva P. 2015. El código de barras de las especies NOM-059 de mamíferos del Noroeste de México. Centro de Investigaciones Biológicas del Noroeste S. C. Bases de datos SNIB-CONABIO, proyecto HB005. México, D. F.",CC BY 4.0,63,63,
"González-Cózatl F. X. 2014. Modelado de la distribución geográfica de especies de ratones endémicos de bosque mesófilo. Centro de Investigación en Biodiversidad y Conservación. Universidad Autónoma del Estado de Morelos. Bases de datos SNIB-CONABIO, proyecto JM043. México, D. F.",CC BY 4.0,63,30,
"Martínez-Quintero J, Velásquez Roa T, Ortiz-navia J O, Llano Almario M, Llano Almario M (2022). Fauna y flora asociada al plan de manejo del Parque Natural Regional Mateguadua, municipio de Tuluá, Valle del Cauca. Version 1.2. Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA. Occurrence dataset https://doi.org/10.15472/fbefnk accessed via GBIF.org on 2022-07-07.",CC BY 4.0,63,0,https://doi.org/10.15472/fbefnk
"Serna Alzate G T, Velez Venegas L A (2021). Densidad poblacional de la Pava caucana, el Mono aullador y tres especies asociadas, para el Santuario de Fauna y Flora Otún Quimbaya en los años 2013 a 2016. Version 1.2. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/owqy9l accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,62,0,https://doi.org/10.15472/owqy9l
"Bedoya Dorado I, Velez Venegas L A (2021). Monitoreo de la ocupación del Oso de anteojos (Tremarctos ornatus) en el Parque Nacional Natural Puracé para 2016. Version 1.1. Parques Nacionales Naturales de Colombia. Sampling event dataset https://doi.org/10.15472/grkjcg accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,61,0,https://doi.org/10.15472/grkjcg
"Sierra Paz S, Cáceres Franco A D P (2022). Mamíferos de dos procesos para la conservación de relictos de bosque seco de la cuenca media – baja del Río Meléndez para la declaratoria de un Área Protegida Pública y para la Consolidación del SIMAP y fondo del agua de Cali. Version 2.3. Corporación para la gestión ambiental Biodiversa. Occurrence dataset https://doi.org/10.15472/niljzd accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,60,0,https://doi.org/10.15472/niljzd
Demboski J (2022). DMNS Mammal Collection (Arctos). Version 34.63. Denver Museum of Nature & Science. Occurrence dataset https://doi.org/10.15468/bqvk9g accessed via GBIF.org on 2022-07-07.,CC BY-NC 4.0,59,0,https://doi.org/10.15468/bqvk9g
"Tir J, Cassidy K (2025). Washington State University, Charles R. Conner Museum Mammal Specimens (Arctos). Version 1.13. Charles R. Conner Museum. Occurrence dataset https://doi.org/10.15468/75jmhs accessed via GBIF.org on 2025-09-01.",CC BY-NC 4.0,59,59,https://doi.org/10.15468/75jmhs
CONABIO. 2019. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-ND 4.0,58,58,
"Nelson D, Johnson N (2018). Borror Lab of Bioacoustics (BLB), Ohio State University. Version 84.36. Museum of Biological Diversity, The Ohio State University. Occurrence dataset https://doi.org/10.15468/wyz5x9 accessed via GBIF.org on 2022-07-07.",CC0 1.0,58,29,https://doi.org/10.15468/wyz5x9
Ramírez B (2018). Mamíferos laguna El Tinije. Version 7.2. Asociación de Becarios del Casanare. Occurrence dataset https://doi.org/10.15472/qfzte0 accessed via GBIF.org on 2022-07-07.,CC0 1.0,58,0,https://doi.org/10.15472/qfzte0
"Arévalo M, Hoyos A (2022). Colección biológica viva de primates monos nocturnos (Aotus l. griseimembra) - FUCEP- Valle del Cauca - Cali. Version 1.1. Fundación Centro de Primates. Occurrence dataset https://doi.org/10.15472/hzfgzf accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,57,0,https://doi.org/10.15472/hzfgzf
"Villegas M, Moreno J (2019). Monitoreo y seguimiento de fauna silvestre terrestre para el AID y AII de la Central Hidráulica Cucuana. 2018-IS. Corporación Paisajes Rurales. Occurrence dataset https://doi.org/10.15472/psmhaz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,57,0,https://doi.org/10.15472/psmhaz
"Bermudez Diaz M, Veloza T, Campo Carey S, Fajardo Gómez A, Cordero Parada L Z, Cáceres Franco A D P, Borrero Álvarez A, Cortes Diago A, Montañez D, Mejía S (2021). Biodiversidad asociada al gasoducto Loop Mamonal-Paiva. Version 1.1. Promigas S.A E.S.P. Occurrence dataset https://doi.org/10.15472/nr4cgq accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,56,0,https://doi.org/10.15472/nr4cgq
Norton B (2021). NCSM Mammalogy Collection. Version 18.2. North Carolina State Museum of Natural Sciences. Occurrence dataset https://doi.org/10.36102/dwc.5 accessed via GBIF.org on 2022-07-07.,CC0 1.0,56,15,https://doi.org/10.36102/dwc.5
"Bohorquez Rodriguez J S, Lasso Alcala C A, Morales Betancourt M A (2018). Fauna de Caño Cristales, Sierra de La Macarena, Meta - Colombia. Cormacarena - Corporación para el Desarrollo Sostenible del área de Manejo Especial La Macarena. Occurrence dataset https://doi.org/10.15472/jebhjk accessed via GBIF.org on 2022-07-07.",CC BY 4.0,54,0,https://doi.org/10.15472/jebhjk
"Holst, M., O. Lee and H. Smith. 2014. Lamont-Doherty/LGL/NSF cruises. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/511) on yyyy-mm-dd. https://doi.org/10.15468/g27yv2 accessed via GBIF.org on 2022-07-07.",CC BY 4.0,54,0,https://doi.org/10.15468/g27yv2
"Khidas K, Torgersen J (2022). Canadian Museum of Nature Mammal Collection. Version 1.120. Canadian Museum of Nature. Occurrence dataset https://doi.org/10.15468/okgapc accessed via GBIF.org on 2022-07-07.",CC BY 4.0,54,6,https://doi.org/10.15468/okgapc
"Mora C, Rodríguez M (2021). Tejidos colectados en la caracterización biótica para la conservación de especies amenazadas en el área de influencia del Oleoducto Bicentenario, departamentos de Arauca y Casanare, Colombia. Version 1.1. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/w6iimu accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,54,0,https://doi.org/10.15472/w6iimu
"UNIBIO, IBUNAM. CNMA/Colección Nacional de mamíferos. Occurrence dataset https://doi.org/10.15468/rchosl accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,54,0,https://doi.org/10.15468/rchosl
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1988, Cruise 1165. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/197) on yyyy-mm-dd. https://doi.org/10.15468/82cdnt accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,53,12,https://doi.org/10.15468/82cdnt
"Gerrodette, T. 2004. SWFSC Marine Mammal Survey, MOPS 1990, Cruise 1370. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/205) on yyyy-mm-dd. https://doi.org/10.15468/g6gsk9 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,53,14,https://doi.org/10.15468/g6gsk9
"Aguilar M. y L. Moreno. 2022. Colección biológica de COESBIOH, Hidalgo. Comisión Estatal de Biodiversidad de Hidalgo, COESBIOH. Bases de datos SNIB-CONABIO, proyecto Z066. Ciudad de México",CC BY 4.0,52,52,
CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-ND 4.0,52,52,
"Corredor Coy V, Valencia Zapata D C, Valencia Ramirez V E (2019). Registros de especies focales de fauna, Departamento del Quindío. CRQ - Corporación Autónoma Regional del Quindío. Occurrence dataset https://doi.org/10.15472/gdaxwl accessed via GBIF.org on 2022-07-07.",CC0 1.0,52,0,https://doi.org/10.15472/gdaxwl
"Martínez-Quintero J, Velásquez Roa T, Ortiz-navia J O, Llano Almario M, Velásquez Rooa T (2022). Fauna y Flora asociada al plan de manejo de la Reserva Forestal Protectora Regional La Albania, municipio de Yotoco, Valle del Cauca. Version 1.1. Instituto para la Investigación y la Preservación del Patrimonio Cultural y Natural del Valle del Cauca - INCIVA. Occurrence dataset https://doi.org/10.15472/kgtlrj accessed via GBIF.org on 2022-07-07.",CC BY 4.0,52,0,https://doi.org/10.15472/kgtlrj
"Arango Gutierrez E R, Valencia Escobar G A (2021). Validación con cámaras trampa del análisis de conectividad realizado para el proyecto Minera de Cobre Quebradona, municipio de Jericó. Version 1.2. AngloGold Ashanti Colombia S.A.S. Occurrence dataset https://doi.org/10.15472/pmbyxe accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,51,0,https://doi.org/10.15472/pmbyxe
"Ballance L, Moore J, OBIS-SEAMAP (2022). SWFSC Marine Mammal Survey, STAR 1998, Cruise 1612. Version 2.0. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/ms8tfw accessed via GBIF.org on 2024-07-31.",CC BY-NC 4.0,51,0,https://doi.org/10.15468/ms8tfw
Valencia L M (2021). Tití Gris (Saguinus leucopus) en remanentes de bosque de los departamentos de Caldas y Antioquia. Version 2.1. Asociación Primatológica Colombiana. Occurrence dataset https://doi.org/10.15472/hqsgcu accessed via GBIF.org on 2022-07-07.,CC BY 4.0,51,0,https://doi.org/10.15472/hqsgcu
"von Hildebrand P, Molina E, Cárdenas D, Mejía G, Meneses A, Fagua G, Urbano A, Rojas V (2020). Inventario de flora, avifauna, mamíferos, mariposas y peces realizado en el sector de Puerto Abeja y durante la expedición científica en la ventana Mesay en el sector sur del Parque Nacional Natural Serranía de Chiribiquete. Parques Nacionales Naturales de Colombia. Occurrence dataset https://doi.org/10.15472/1utybp accessed via GBIF.org on 2022-07-07.",CC BY 4.0,51,0,https://doi.org/10.15472/1utybp
"Camargo G, Calderón M J, Cárdenas J, Maclennan J S, Fernández J J, Laguado Y A, Silva Tavera D F, Cáceres P, Rodríguez D R, Villamizar D, Cortés Cano J S, Ríos J A, Burgos C, Parada Rendón J J, Ríos I, Avila Pinto Y N, Payares M, Peña P, Peña N, Pérez S A, Bautista S, Torres J P, Blanquicett N, Calderon Jaimes J A, Guerrero D, Figueroa L A, Valderrama S, Torre Alba L, Aparicio J S, Caballero A. D V (2021). Monitoreo de especies endémicas y amenazadas del área de influencia de las vías sustitutivas Central Hidroeléctrica Sogamoso. Version 1.1. ISAGEN S.A. E.S.P.. Occurrence dataset https://doi.org/10.15472/mxvf3c accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,50,0,https://doi.org/10.15472/mxvf3c
"Ecopetrol S.A., Concol by WSP (2021). Biodiversidad asociada al Estudio de Impacto Ambiental del campo de producción Cumanday. Ecopetrol S.A.. Occurrence dataset https://doi.org/10.15472/4m7bbz accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,50,0,https://doi.org/10.15472/4m7bbz
"MNHN, Chagnoux S (2022). The mammals collection (ZM) of the Muséum national d'Histoire naturelle (MNHN - Paris). Version 43.268. MNHN - Museum national d'Histoire naturelle. Occurrence dataset https://doi.org/10.15468/j0xw9i accessed via GBIF.org on 2022-07-07.",CC BY 4.0,50,8,https://doi.org/10.15468/j0xw9i
CONABIO. 2022. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC0 1.0,49,46,
"Ward, J. 2013. DECAF - AUTEC Sperm Whales - Multiple Sensors - Samples. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/680) on yyyy-mm-dd. https://doi.org/10.15468/nrskvn accessed via GBIF.org on 2022-07-07.",CC BY 4.0,49,0,https://doi.org/10.15468/nrskvn
"Bravo-Marentes C. 1999. Inventario nacional de especies vegetales y animales de uso artesanal. Asociación Mexicana de Arte y Cultura Popular A. C. Bases de datos SNIB-CONABIO, proyecto J002. México, D. F.",CC BY 4.0,48,48,
CONABIO. 2023. Naturalista. Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (CONABIO). Bases de datos SNIB-CONABIO. Ciudad de México,CC BY-ND 4.0,48,48,
"Trujillo Gonzales F (2018). Mamiferos de la cuenca alta y media del río Bita, Vichada (Colombia). Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/z7snik accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,48,0,https://doi.org/10.15472/z7snik
"Villegas M A, Villegas M (2017). Establecimiento de la Línea Base para el monitoreo y seguimiento de fauna terrestre para el AID y AII de la Central Hidroeléctrica Cucuana. 2017- A. Version 1.2. Corporación Paisajes Rurales. Occurrence dataset https://doi.org/10.15472/vkyt2v accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,48,0,https://doi.org/10.15472/vkyt2v
"Bolanos J, Blumenthal J, Bogomolni A, Casas J J, Ferrer G R, Henriquez A, Iniguez M, Khan J, Landrau N, Luksenburg J, Mignucci-Giannoni A, Rinaldi C, Sutty L, Ward N, OBIS-SEAMAP (2021). Killer whales of the Caribbean Sea 1866-2012. OBIS-SEAMAP. Occurrence dataset https://doi.org/10.15468/3nx6uy accessed via GBIF.org on 2022-07-07.",CC BY 4.0,47,0,https://doi.org/10.15468/3nx6uy
"Bonilla Urrutia N S, Rentería Moreno L E (2021). Registros de la mastofauna asociada a la ciénaga de montaño, Carmen del Darién, 2020. Instituto de Investigaciones Ambientales del Pacífico John Von Neumann - IIAP. Occurrence dataset https://doi.org/10.15472/xelily accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,47,0,https://doi.org/10.15472/xelily
Happywhale. 2021. Happywhale - Killer Whale in North Pacific Ocean. Data downloaded from OBIS-SEAMAP (http://seamap.env.duke.edu/dataset/1718) on yyyy-mm-dd originated from Happywhale.com. https://doi.org/10.15468/t887xq accessed via GBIF.org on 2022-07-07.,CC0 1.0,47,47,https://doi.org/10.15468/t887xq
"Nuñez G, Nuñez Zabala G (2021). Distribución de la Nutria (Lontra longicaudis) en la cuenca baja del río Sinú en el departamento de Córdoba. Version 1.2. CVS - Corporación Autónoma Regional de los Valles del Sinú y del San Jorge-. Occurrence dataset https://doi.org/10.15472/gxb1dr accessed via GBIF.org on 2022-07-07.",CC BY 4.0,47,0,https://doi.org/10.15472/gxb1dr
"Aguirre Franco V A, Benitez Forero F, Cañon Pacheco M E, Carreño Cadeda A M, Carvajar Granada L, Castellanos Ortegon Y V, Castro Villani J V, Cote Castellanos P V, España Beltran M, Espinosa Patarroyo L V, Forero Montero L P, Gamez Duran C J, Giraldo Caicedo J N, Gomez Grisales D, Gomez Niño L C, Hernandez Hernandez C, Herrera Cruz G, Jaime Liscano L A, Jaimes Bermudez L, López Romero M F, Mariño Mendez D V, Mazabel Calderon L Y, Molina Suta N, Mora Duarte J P, Muñoz Salgado L P, Nuñez Rodriguez P E, Perez Rojas J M, Redondo Aguilar A D, Reyes Castro Y J, Rodriguez Mendoza C A, Rodriguez Torres M A, Romero Figueroa B A, Sanabria Rivas D, Tao Murcia E A, Torres Arias J E, Torres León S A, Martinelli Marin R D, Castillo Velandia D R, Rodriguez Saavedra V, Universidad El Bosque M D C (2020). Registros de fauna en el bosque seco tropical en la zona de amortiguación del Parque Nacional Natural Tayrona, Santa Marta, Colombia. Version 1.1. Universidad El Bosque. Occurrence dataset https://doi.org/10.15472/ktwos0 accessed via GBIF.org on 2022-07-07.",CC BY 4.0,46,0,https://doi.org/10.15472/ktwos0
"Morales D, Herrera-Collazos E E (2018). Mamíferos colectados en la transición Andino-Amazónica del  departamento del Caquetá - Proyecto Colombia BIO. Version 2.5. Instituto Amazónico de Investigaciones Científicas - SINCHI. Occurrence dataset https://doi.org/10.15472/gj4y0z accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,45,0,https://doi.org/10.15472/gj4y0z
"Cruz Moncada M (2021). Mamíferos pequeños en el municipio de Medina, Cundinamarca - Proyecto Colombia Bio. Version 1.2. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/fljzn1 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,44,0,https://doi.org/10.15472/fljzn1
"Ecopetrol. S.A., Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (2022). Mamíferos de la Ecoreserva CPF Cupiagua (Aguazul, Casanare) - Proyecto FIBRAS. Version 1.5. Instituto de Investigación de Recursos Biológicos Alexander von Humboldt. Occurrence dataset https://doi.org/10.15472/p9nf96 accessed via GBIF.org on 2022-07-07.",CC BY-NC 4.0,44,0,https://doi.org/10.15472/p9nf96
